Original Stub Packed With UPX

Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
00429F16  push installer_1vs100.4ADE04                                      L"com.gamehouse.acid.mutex.log"
0042A160  push installer_1vs100.4ADFD0                                      "HKCR"
0042A20B  push installer_1vs100.4ADFC8                                      "BINARY"
0042A25E  push installer_1vs100.4ADFC0                                      "HKCU"
0042A299  push installer_1vs100.4ADFB8                                      "HKLM"
0042A2ED  push installer_1vs100.4ADFB0                                      "DWORD"
0042A35A  push installer_1vs100.4ADFAC                                      "SZ"
0042A39D  push installer_1vs100.4ADFA0                                      "MULTI_SZ"
0042A4FA  push installer_1vs100.4ADD7C                                      "contentid"
0042A558  push installer_1vs100.4ADD7C                                      "contentid"
0042A5E1  push installer_1vs100.4B2F50                                      "%02X%02X%02X%02X%02X%02X%02X%02X%02X%02X%02X%02X%02X%02X%02X%02X"
0042A68F  push installer_1vs100.4AE0AC                                      "installpath"
0042A6C6  push installer_1vs100.4AE0A0                                      "executable"
0042A74E  push installer_1vs100.4AE0A0                                      "executable"
0042A763  push installer_1vs100.4AE0AC                                      "installpath"
0042A842  push installer_1vs100.4ADB98                                      "path"
0042A88C  push installer_1vs100.4AE094                                      "onetimepop"
0042A8CF  push installer_1vs100.4AE094                                      "onetimepop"
0042A8DD  push installer_1vs100.4AE094                                      "onetimepop"
0042A968  push installer_1vs100.4AE088                                      "tracking"
0042A9AB  push installer_1vs100.4AE088                                      "tracking"
0042A9B9  push installer_1vs100.4AE088                                      "tracking"
0042AA44  push installer_1vs100.4AE07C                                      "affiliate"
0042AA87  push installer_1vs100.4AE07C                                      "affiliate"
0042AA95  push installer_1vs100.4AE07C                                      "affiliate"
0042AB1F  push installer_1vs100.4AE074                                      "gameid"
0042AB62  push installer_1vs100.4AE074                                      "gameid"
0042AB70  push installer_1vs100.4AE074                                      "gameid"
0042ABF9  push installer_1vs100.4AE068                                      "currency"
0042AC3C  push installer_1vs100.4AE068                                      "currency"
0042AC4A  push installer_1vs100.4AE068                                      "currency"
0042ACD5  push installer_1vs100.4AE060                                      "price"
0042AD18  push installer_1vs100.4AE060                                      "price"
0042AD26  push installer_1vs100.4AE060                                      "price"
0042ADB1  push installer_1vs100.4AE054                                      "timestamp"
0042ADF4  push installer_1vs100.4AE054                                      "timestamp"
0042AE02  push installer_1vs100.4AE054                                      "timestamp"
0042AE8D  push installer_1vs100.4AE048                                      "language"
0042AED0  push installer_1vs100.4AE048                                      "language"
0042AEDE  push installer_1vs100.4AE048                                      "language"
0042AF67  push installer_1vs100.4AE038                                      "extratracking"
0042AFAA  push installer_1vs100.4AE038                                      "extratracking"
0042AFB8  push installer_1vs100.4AE038                                      "extratracking"
0042B043  push installer_1vs100.4AE028                                      "dynamicoffering"
0042B086  push installer_1vs100.4AE028                                      "dynamicoffering"
0042B094  push installer_1vs100.4AE028                                      "dynamicoffering"
0042B16A  push installer_1vs100.4ADFEC                                      L"%04d/%02d/%02d@%02d:%02d:%02d"
0042B189  push installer_1vs100.4ADFD8                                      "installation_time"
0042B9A0  push installer_1vs100.4AE0B8                                      "rundll"
0042BAB0  push installer_1vs100.4AC1A8                                      "list<T> too long"
0042BEF6  push installer_1vs100.4AE0C0                                      "Trymedia"
0042C0A6  push installer_1vs100.4AE0CC                                      "Licenses"
0042C176  push installer_1vs100.4AE0D8                                      "streaming"
0042C404  push installer_1vs100.4ADC94                                      "var fso = new ActiveXObject('Scripting.FileSystemObject');\n"
0042C414  push installer_1vs100.4AE184                                      "for (var i = 0; i < 10; ++i) {\n"
0042C44F  push installer_1vs100.4AE16C                                      "WScript.Sleep (1000);\n"
0042C483  push installer_1vs100.4ADC38                                      "\\'"
0042C4AA  push installer_1vs100.4AC304                                      "\\\\"
0042C4DC  push installer_1vs100.4AE154                                      "try { fso.DeleteFile ('"
0042C5D0  push installer_1vs100.4AE14C                                      "'); }\n"
0042C604  push installer_1vs100.4AE130                                      "catch (e) { continue; }\n"
0042C638  push installer_1vs100.4AE104                                      "fso.DeleteFile (WScript.ScriptFullName);\n}"
0042C6C7  push installer_1vs100.4AE0E4                                      "wscript.exe //E:JScript /B \""
0042C838  push installer_1vs100.4AE1B4                                      "wscript.exe //E:JScript"
0042C858  push installer_1vs100.4AE1B0                                      " /B"
0042C8C6  push installer_1vs100.4AE1A8                                      " /T:"
0042C92D  push installer_1vs100.4AE1A4                                      " \""
0042CAF7  push installer_1vs100.4AE21C                                      L"advapi32.dll"
0042CB1A  push installer_1vs100.4AE204                                      "CreateProcessWithTokenW"
0042CB60  push installer_1vs100.4AE1D0                                      L"SeIncreaseQuotaPrivilege"
0042CCC1  push installer_1vs100.4AE1CC                                      "\" "
0042D473  push installer_1vs100.4AE270                                      L"SOFTWARE\\Microsoft\\Internet Explorer"
0042D4AA  push installer_1vs100.4AE254                                      L"svcVersion"
0042D4D2  push installer_1vs100.4AE244                                      L"version"
0042D740  push installer_1vs100.4AE2BC                                      "%s-%s-%s.rfsindex"
0042DA03  push installer_1vs100.4AE2F8                                      "/site"
0042DF45  push installer_1vs100.4AE550                                      "html"
0042DF81  push installer_1vs100.4AE54C                                      "htm"
0042DFBD  push installer_1vs100.4AE544                                      "text"
0042E006  mov eax,installer_1vs100.4ABE40                                   "text/plain"
0042E01C  push installer_1vs100.4AE540                                      "txt"
0042E054  push installer_1vs100.4AE538                                      "jpeg"
0042E09D  mov eax,installer_1vs100.4AE52C                                   "image/jpeg"
0042E0B3  push installer_1vs100.4AE528                                      "jpg"
0042E0EB  push installer_1vs100.4AE524                                      "gif"
0042E134  mov eax,installer_1vs100.4AE518                                   "image/gif"
0042E14A  push installer_1vs100.4AE514                                      "png"
0042E193  mov eax,installer_1vs100.4AE508                                   "image/png"
0042E1A9  push installer_1vs100.4AE504                                      "tif"
0042E1F2  mov eax,installer_1vs100.4AE4F8                                   "image/tiff"
0042E208  push installer_1vs100.4AE4F0                                      "tiff"
0042E240  push installer_1vs100.4AE4EC                                      "bmp"
0042E289  mov eax,installer_1vs100.4AE4E0                                   "image/bmp"
0042E29F  push installer_1vs100.4AE4DC                                      "css"
0042E2E8  mov eax,installer_1vs100.4AE4D0                                   "text/css"
0042E2FE  push installer_1vs100.4AE4CC                                      "au"
0042E347  mov eax,installer_1vs100.4AE4C0                                   "audio/basic"
0042E35D  push installer_1vs100.4AE4BC                                      "wav"
0042E3A6  mov eax,installer_1vs100.4AE4B0                                   "audio/wav"
0042E3BC  push installer_1vs100.4AE4AC                                      "mp3"
0042E405  mov eax,installer_1vs100.4AE4A0                                   "audio/mpeg"
0042E41B  push installer_1vs100.4AE498                                      "aiff"
0042E464  mov eax,installer_1vs100.4AE48C                                   "audio/aiff"
0042E47A  push installer_1vs100.4AE488                                      "af"
0042E4B2  push installer_1vs100.4AE484                                      "avi"
0042E4FB  mov eax,installer_1vs100.4AE474                                   "video/x-msvideo"
0042E511  push installer_1vs100.4AE470                                      "mov"
0042E55A  mov eax,installer_1vs100.4AE460                                   "video/quicktime"
0042E570  push installer_1vs100.4AE45C                                      "qt"
0042E5A8  push installer_1vs100.4AE470                                      "mov"
0042E5E4  push installer_1vs100.4AE454                                      "qtvr"
0042E620  push installer_1vs100.4AE44C                                      "mpeg"
0042E669  mov eax,installer_1vs100.4AE440                                   "video/mpeg"
0042E67F  push installer_1vs100.4AE43C                                      "mpg"
0042E6B7  push installer_1vs100.4AE438                                      "js"
0042E700  mov eax,installer_1vs100.4AE41C                                   "application/x-javascript"
0042E716  push installer_1vs100.4AE418                                      "exe"
0042E75F  mov eax,installer_1vs100.4AE3FC                                   "application/octet-stream"
0042E775  push installer_1vs100.4AE3F8                                      "zip"
0042E7AD  push installer_1vs100.4AE3F4                                      "tar"
0042E7E9  push installer_1vs100.4AE3F0                                      "tgz"
0042E825  push installer_1vs100.4AE3EC                                      "swf"
0042E86E  mov eax,installer_1vs100.4AE3CC                                   "application/x-shockwave-flash"
0042E884  push installer_1vs100.4AE3C8                                      "spl"
0042E8CD  mov eax,installer_1vs100.4AE3AC                                   "application/futuresplash"
0042E8E3  push installer_1vs100.4AE3A8                                      "dir"
0042E92C  mov eax,installer_1vs100.4AE390                                   "application/x-director"
0042E942  push installer_1vs100.4AE38C                                      "dcr"
0042E97A  push installer_1vs100.4AE388                                      "dxr"
0042E9B6  push installer_1vs100.4AE384                                      "ps"
0042E9FF  mov eax,installer_1vs100.4AE36C                                   "application/postscript"
0042EA15  push installer_1vs100.4AE368                                      "pdf"
0042EA5E  mov eax,installer_1vs100.4AE358                                   "application/pdf"
0042EA74  push installer_1vs100.4AE354                                      "doc"
0042EABD  mov eax,installer_1vs100.4AE340                                   "application/msword"
0042EAD3  push installer_1vs100.4AE33C                                      "ppt"
0042EB1C  mov eax,installer_1vs100.4AE320                                   "application/mspowerpoint"
0042EB32  push installer_1vs100.4AE31C                                      "xls"
0042EB7B  mov eax,installer_1vs100.4AE308                                   "application/msexcel"
0042EB91  push installer_1vs100.4AE300                                      "json"
0042EBDA  mov eax,installer_1vs100.4ABE20                                   "application/json"
0042EC01  mov eax,installer_1vs100.4ABE34                                   "text/html"
0042ED85  push installer_1vs100.4AE574                                      "/site/config.js"
0042EE66  push installer_1vs100.4AE570                                      "};"
0042EF76  push installer_1vs100.4AE560                                      "endpoints"
0042EFB8  push installer_1vs100.4AE558                                      "config"
00430FC4  push installer_1vs100.4AE610                                      L"%s\n"
00431209  push installer_1vs100.4AC46C                                      L"wb"
004315BC  push installer_1vs100.4AEB1C                                      ".lnk"
004317F0  mov eax,installer_1vs100.4AEB5C                                   "bool"
004318B0  mov eax,installer_1vs100.4AEB9C                                   "string"
00431ACD  push installer_1vs100.4AEC08                                      "\\r"
00431AEE  push installer_1vs100.4AEC04                                      "\\n"
00431B10  push installer_1vs100.4AEC00                                      "\\t"
00431B32  push installer_1vs100.4AEBFC                                      "\\\""
00431B50  push installer_1vs100.4AC304                                      "\\\\"
00431B74  push installer_1vs100.4AEBF4                                      "\\u%04x"
00431BB1  push installer_1vs100.4AEBF4                                      "\\u%04x"
00431D95  push installer_1vs100.4AEC24                                      "acid.json"
00431EFD  push installer_1vs100.4AEC1C                                      "actions"
00431F3C  push installer_1vs100.4AEC1C                                      "actions"
00431FA5  push installer_1vs100.4AEC0C                                      "addtostartmenu"
00431FE1  push installer_1vs100.4AE0A0                                      "executable"
00432024  push installer_1vs100.4AE0A0                                      "executable"
00432174  push installer_1vs100.4AEC50                                      "gameinst.xml"
00432214  push installer_1vs100.4AC424                                      L"rb"
00432257  mov esi,installer_1vs100.4AEC40                                   "ArcadeInstaller"
0043229E  mov esi,installer_1vs100.4AEC34                                   "GameAttribs"
00432371  push installer_1vs100.4AEC30                                      "Exe"
0043240C  mov edx,installer_1vs100.4ABA58                                   "true"
00432413  mov edx,installer_1vs100.4ABA50                                   "false"
004326AC  push installer_1vs100.4AEC6C                                      "result"
00432754  push installer_1vs100.4AE0A0                                      "executable"
00432802  push installer_1vs100.4AEC1C                                      "actions"
00432844  push installer_1vs100.4AE0A0                                      "executable"
00432917  push installer_1vs100.4AEC60                                      "shortcut"
00432B0A  push installer_1vs100.4AEC80                                      "description.json"
00432C3A  push installer_1vs100.4AE418                                      "exe"
00432C79  push installer_1vs100.4AE418                                      "exe"
00432DE8  push installer_1vs100.4AEC74                                      "arguments"
00432E3D  push installer_1vs100.4AEC74                                      "arguments"
00432EB1  push installer_1vs100.4AE1A4                                      " \""
004336E9  push installer_1vs100.4AEC94                                      "deque<T> too long"
00433F5C  push installer_1vs100.4AB8E0                                      "invalid string position"
00434385  push installer_1vs100.4ABD38                                      "map/set<T> too long"
00434DEC  push installer_1vs100.4AEB1C                                      ".lnk"
00434E2A  push installer_1vs100.4AEB1C                                      ".lnk"
00434FEE  push installer_1vs100.4AECC0                                      ".url"
0043502C  push installer_1vs100.4AECC0                                      ".url"
00435977  push installer_1vs100.4ABE80                                      "User-Agent"
0043598C  push installer_1vs100.4AECC8                                      "LuaSocket"
00435B6B  push installer_1vs100.4AECF8                                      "uninstall_contentid"
00435B9E  push installer_1vs100.4AECE0                                      "delete_configuration"
00435BD1  push installer_1vs100.4AECE0                                      "delete_configuration"
00435C06  push installer_1vs100.4AECF8                                      "uninstall_contentid"
00435CF9  push installer_1vs100.4ADC58                                      "folders"
00435D2C  push installer_1vs100.4ADC58                                      "folders"
00435DCF  push installer_1vs100.4ADBF4                                      "files"
00435E02  push installer_1vs100.4ADBF4                                      "files"
00435EA5  push installer_1vs100.4AECD4                                      "gamesroot"
00435ED8  push installer_1vs100.4AECD4                                      "gamesroot"
00435FA6  push installer_1vs100.4ADBB4                                      "registry"
00435FD9  push installer_1vs100.4ADBB4                                      "registry"
0043603B  push installer_1vs100.4ADB90                                      "hkey"
00436075  push installer_1vs100.4ADB98                                      "path"
00436082  push installer_1vs100.4ADFC0                                      "HKCU"
004360B3  push installer_1vs100.4ADFB8                                      "HKLM"
004361F3  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
00436874  push installer_1vs100.4AED24                                      "rfs"
004370D2  push installer_1vs100.4ABD4C                                      "invalid map/set<T> iterator"
00437545  push installer_1vs100.4AEC50                                      "gameinst.xml"
0043756F  push installer_1vs100.4AED28                                      "version.txt"
0043759C  push installer_1vs100.4AEC24                                      "acid.json"
00438AAC  push installer_1vs100.4AED34                                      "%d"
00438CF1  push installer_1vs100.4AEDE8                                      "iostream stream error"
0043920A  mov eax,installer_1vs100.4AEF60                                   "Unknown exception"
00439FE7  push installer_1vs100.4AEFD0                                      L"mscoree.dll"
00439FF6  push installer_1vs100.4AEFC0                                      "CorExitProcess"
0043A353  cmp dword ptr ds:[eax+400074],E                                   ".\r\r\n$"
0043CBFF  push installer_1vs100.4AEFF4                                      L"?*"
0043CC76  push installer_1vs100.4AEFEC                                      L"./\\"
0043D671  push installer_1vs100.4AEFF4                                      L"?*"
0043D6E8  push installer_1vs100.4AEFEC                                      L"./\\"
0043E0C2  push installer_1vs100.4AF020                                      "Bad dynamic_cast!"
0043E0F8  push installer_1vs100.4AEFFC                                      "Access violation - no RTTI data!"
0043EC24  mov eax,installer_1vs100.4AF038                                   "Visual C++ CRT: Not enough memory to complete call to strerror."
0043EC47  mov eax,installer_1vs100.4AF038                                   "Visual C++ CRT: Not enough memory to complete call to strerror."
0043F632  mov dword ptr ss:[ebp+8],installer_1vs100.4AF088                  "bad exception"
00440256  push installer_1vs100.4AF9A8                                      "_.,"
004402EB  push installer_1vs100.4AF9A8                                      "_.,"
00440ABA  push installer_1vs100.4AF9B8                                      "=;"
0044129A  push installer_1vs100.4AF9BC                                      L"KERNEL32.DLL"
00441507  push installer_1vs100.4AF9BC                                      L"KERNEL32.DLL"
00441528  push installer_1vs100.4AF9F8                                      "FlsAlloc"
00441530  push installer_1vs100.4AF9EC                                      "FlsGetValue"
0044153D  push installer_1vs100.4AF9E0                                      "FlsSetValue"
0044154A  push installer_1vs100.4AF9D8                                      "FlsFree"
004433BF  push installer_1vs100.4B0444                                      L"Runtime Error!\n\nProgram: "
00443400  push installer_1vs100.4B0414                                      L"<program name unknown>"
00443441  push installer_1vs100.4B040C                                      L"..."
00443456  push installer_1vs100.4B0404                                      L"\n\n"
00443487  push installer_1vs100.4B03B8                                      L"Microsoft Visual C++ Runtime Library"
00444DE8  push installer_1vs100.4B0868                                      "e+000"
00447CFD  push installer_1vs100.4B0870                                      L"ccs"
00447D2F  push installer_1vs100.4B0878                                      L"UTF-8"
00447D4E  push installer_1vs100.4B0884                                      L"UTF-16LE"
00447D6D  push installer_1vs100.4B0898                                      L"UNICODE"
00448D12  push installer_1vs100.4B08CC                                      L".exe"
00448D23  push installer_1vs100.4B08C0                                      L".cmd"
00448D34  push installer_1vs100.4B08B4                                      L".bat"
00448D45  push installer_1vs100.4B08A8                                      L".com"
0044AF16  push installer_1vs100.4B08D8                                      "TZ"
0044BA7F  mov eax,installer_1vs100.4CE0D0                                   "H\fK"
0044CF27  push installer_1vs100.4B1438                                      "ACP"
0044CF38  push installer_1vs100.4B1434                                      "OCP"
0044D47D  push installer_1vs100.4B1368                                      "@\rK"
0044D5D0  push installer_1vs100.4B143C                                      "Norwegian-Nynorsk"
0044ED7F  push installer_1vs100.4B1450                                      "ccs"
0044EDA8  push installer_1vs100.4B1454                                      "UTF-8"
0044EDC7  push installer_1vs100.4B145C                                      "UTF-16LE"
0044EDE6  push installer_1vs100.4B1468                                      "UNICODE"
004502D3  push installer_1vs100.4B1C48                                      L"USER32.DLL"
004502EE  push installer_1vs100.4B1C3C                                      "MessageBoxW"
00450307  push installer_1vs100.4B1C2C                                      "GetActiveWindow"
00450317  push installer_1vs100.4B1C18                                      "GetLastActivePopup"
00450327  push installer_1vs100.4B1BFC                                      "GetUserObjectInformationW"
00450340  push installer_1vs100.4B1BE4                                      "GetProcessWindowStation"
004503A0  or dword ptr ss:[ebp+10],200000                                   L"rige)"
004535D6  push installer_1vs100.4B1C78                                      "1#SNAN"
004535FE  push installer_1vs100.4B1C70                                      "1#IND"
0045360E  push installer_1vs100.4B1C68                                      "1#INF"
0045362B  push installer_1vs100.4B1C60                                      "1#QNAN"
00454436  push installer_1vs100.4B1C80                                      L"CONOUT$"
004559B9  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
004559BE  push installer_1vs100.4B1DA8                                      L"p < (buf+length)"
004559D4  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
004559D9  push installer_1vs100.4B1D84                                      L"q <= (buf+length)"
004559EF  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
004559F4  push installer_1vs100.4B1D74                                      L"q <= p"
00455A25  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00455A2A  push installer_1vs100.4B1D84                                      L"q <= (buf+length)"
00455A81  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00455A86  push installer_1vs100.4B1DCC                                      L"cfile"
00455BD9  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00455BDE  push installer_1vs100.4B1E68                                      L"node->parent == 0 || node->parent == this"
00455C52  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00455C57  push installer_1vs100.4B1DD8                                      L"node->GetDocument() == 0 || node->GetDocument() == this->GetDocument()"
00455D81  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00455E03  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00455E08  push installer_1vs100.4B1DCC                                      L"cfile"
00455E20  push installer_1vs100.4B1ECC                                      "    "
00455E41  push installer_1vs100.4B1EC8                                      "<%s"
00455E93  push installer_1vs100.4B1EC4                                      " />"
00455F31  push installer_1vs100.4B1ECC                                      "    "
00455F4F  push installer_1vs100.4B1EBC                                      "</%s>"
00455F82  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00455F87  push installer_1vs100.4B1DCC                                      L"cfile"
00455FA0  push installer_1vs100.4B1ECC                                      "    "
00455FBD  push installer_1vs100.4B1ED4                                      "<!--%s-->"
00455FF1  push installer_1vs100.4B1ECC                                      "    "
0045600E  push installer_1vs100.4B1EE0                                      "<%s>"
004561EE  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
004561F3  push installer_1vs100.4B1F7C                                      L"sentinel.next == &sentinel"
0045620A  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
0045620F  push installer_1vs100.4B1F44                                      L"sentinel.prev == &sentinel"
00456363  mov dword ptr ds:[esi],installer_1vs100.4B1FBC                    "`cE"
004565F8  mov dword ptr ds:[esi],installer_1vs100.4B20FC                    "@fE"
00456630  mov dword ptr ds:[ecx],installer_1vs100.4B20FC                    "@fE"
00456643  mov dword ptr ds:[esi],installer_1vs100.4B20FC                    "@fE"
0045672C  mov eax,dword ptr ds:[4CE65C]                                     "x\"K"
00456749  mov edx,dword ptr ds:[4CE668]                                     "p\"K"
00456766  mov ecx,dword ptr ds:[4CE674]                                     "h\"K"
00456784  mov eax,dword ptr ds:[4CE680]                                     "`\"K"
0045679E  mov edx,dword ptr ds:[4CE68C]                                     "X\"K"
004567B7  push installer_1vs100.4B2144                                      "&#x%02X;"
00456B1E  mov dword ptr ds:[esi],installer_1vs100.4B1FBC                    "`cE"
00456BB0  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00456BB5  push installer_1vs100.4B1DCC                                      L"cfile"
00456BE0  push installer_1vs100.4B1ECC                                      "    "
00456BFD  push installer_1vs100.4B2154                                      "<![CDATA[%s]]>\n"
00456C4F  push installer_1vs100.4B2150                                      "%s"
00456F56  push installer_1vs100.4B1CD8                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxml.cpp"
00456F5B  push installer_1vs100.4B2168                                      L"!Find( TIXML_STRING( addMe->Name() ) )"
00457291  push installer_1vs100.4B21C8                                      "%s=\"%s\""
004572B8  push installer_1vs100.4B21C4                                      "=\""
004572FE  push installer_1vs100.4B21BC                                      "%s='%s'"
00457321  push installer_1vs100.4B21B8                                      "='"
004573BD  push installer_1vs100.4B2230                                      "<?xml "
004573D5  push installer_1vs100.4B2230                                      "<?xml "
004573F7  push installer_1vs100.4B2220                                      "version=\"%s\" "
0045740B  push installer_1vs100.4B2214                                      "version=\""
00457428  push installer_1vs100.4AE1CC                                      "\" "
0045744A  push installer_1vs100.4B2204                                      "encoding=\"%s\" "
0045745E  push installer_1vs100.4B21F8                                      "encoding=\""
0045747B  push installer_1vs100.4AE1CC                                      "\" "
004574A3  push installer_1vs100.4B21E4                                      "standalone=\"%s\" "
004574B7  push installer_1vs100.4B21D4                                      "standalone=\""
004574D4  push installer_1vs100.4AE1CC                                      "\" "
004574E4  push installer_1vs100.4B21D0                                      "?>"
004574F8  push installer_1vs100.4B21D0                                      "?>"
004575DD  cmp ecx,200000                                                    L"rige)"
0045769F  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
004576A4  push installer_1vs100.4B26D8                                      L"now"
004576D4  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
004577D0  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
004577D5  push installer_1vs100.4B26B0                                      L"cursor.row >= -1"
004577ED  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
004577F2  push installer_1vs100.4B268C                                      L"cursor.col >= -1"
0045780B  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
00457810  push installer_1vs100.4B2680                                      L"stamp"
004579EF  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
00457A0E  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
00457A13  push installer_1vs100.4B2788                                      L"tag"
00457AB0  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
00457D78  mov esi,installer_1vs100.4CE65C                                   "x\"K"
00457D98  cmp esi,installer_1vs100.4CE698                                   "H\fK"
00457DC4  mov eax,dword ptr ds:[esi+esi+4CE65C]                             "x\"K"
00457DE6  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
00457DEB  push installer_1vs100.4B2790                                      L"strlen( entity[i].str ) == entity[i].strLength"
00457FE0  push installer_1vs100.4B2828                                      L"c:\\project\\am\\dev\\activemark6\\main\\3rd-party\\tinyxml\\src\\tinyxml\\tinyxml.h"
0045801A  push installer_1vs100.4B2828                                      L"c:\\project\\am\\dev\\activemark6\\main\\3rd-party\\tinyxml\\src\\tinyxml\\tinyxml.h"
0045801F  push installer_1vs100.4B27F0                                      L"*length >= 0 && *length < 5"
00458467  push installer_1vs100.4AB8F8                                      "string too long"
0045854C  push installer_1vs100.4AB8F8                                      "string too long"
00458581  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
004587CC  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
004587D1  push installer_1vs100.4B28C0                                      L"err > 0 && err < TIXML_ERROR_STRING_COUNT"
004587E5  mov ecx,dword ptr ds:[edi*4+4CE698]                               "H\fK"
004588B2  push installer_1vs100.4B2918                                      "<?xml"
004588F4  push installer_1vs100.4B2250                                      "<!--"
0045892F  mov dword ptr ds:[esi],installer_1vs100.4B1FBC                    "`cE"
0045893F  push installer_1vs100.4B2240                                      "<![CDATA["
0045898E  push installer_1vs100.4B2914                                      "<!"
00458B0A  mov dword ptr ds:[esi],installer_1vs100.4B20FC                    "@fE"
00458B65  push installer_1vs100.4B2238                                      "</"
00458D44  push installer_1vs100.4AB8F8                                      "string too long"
00458FF4  push installer_1vs100.4AB8F8                                      "string too long"
00458FFE  push installer_1vs100.4AB8E0                                      "invalid string position"
0045906D  push installer_1vs100.4B2250                                      "<!--"
00459108  push installer_1vs100.4B224C                                      "-->"
004594D4  push installer_1vs100.4AB8F8                                      "string too long"
00459569  push installer_1vs100.4B2240                                      "<![CDATA["
004595B0  push installer_1vs100.4B2240                                      "<![CDATA["
00459630  push installer_1vs100.4B223C                                      "]]>"
0045966F  push installer_1vs100.4B223C                                      "]]>"
00459748  push installer_1vs100.4B2918                                      "<?xml"
004597DF  push installer_1vs100.4B2938                                      "version"
004598DC  push installer_1vs100.4B292C                                      "encoding"
004599D1  push installer_1vs100.4B2920                                      "standalone"
00459B1C  mov edx,dword ptr ds:[4CE6C4]                                     "l*K"
00459D5C  mov edx,dword ptr ds:[4CE69C]                                     "h+K"
00459D8A  push installer_1vs100.4AB8F8                                      "string too long"
00459DA5  mov edx,dword ptr ds:[4CE69C]                                     "h+K"
00459E97  mov edx,dword ptr ds:[4CE6C8]                                     "T*K"
00459F20  push installer_1vs100.4B26E0                                      L"c:/Project/AM/dev/activemark6/main/3rd-party/tinyxml/src/tinyxml/tinyxmlparser.cpp"
00459F25  push installer_1vs100.4B2950                                      L"enc"
00459F42  push installer_1vs100.4B2948                                      "UTF-8"
00459F5F  push installer_1vs100.4B2940                                      "UTF8"
00459FA3  mov edx,dword ptr ds:[4CE6C8]                                     "T*K"
00459FF5  mov edx,dword ptr ds:[4CE6C8]                                     "T*K"
